Symbol,Name,Open,Last,Prev_Open,Prev_Last,Open_2D_Ago,Last_2D_Ago,20D_MA,Volume,Industry,Sector
ELVN.CN,1111 Exploration Corp,0.06,0.06,0.06,0.06,0.055,0.06,0.06,46000,N/L,N/A
EFF.VN,1844 Resources Inc,0.075,0.07,0.07,0.07,0.07,0.075,0.071,55000,N/L,Basic Materials
AUMB.VN,1911 Gold Corp,0.23,0.22,0.235,0.23,0.235,0.235,0.247,46500,N/L,Basic Materials
VNP.TO,5N Plus Inc,1.58,1.6,1.37,1.47,1.26,1.36,1.35,240557,N/L,Basic Materials
JQ.CN,79North Inc,0.085,0.08,0.09,0.09,0.09,0.09,0.083,102335,N/L,N/A
AME.VN,Abacus Mining and Exploration,0.055,0.055,0.05,0.05,0.045,0.05,0.062,69000,N/L,Basic Materials
ABXX.NE,Abaxx Technologies Inc,1.15,1.15,1.16,1.14,1.16,1.16,1.27,25412,N/L,N/A
ABCT.TO,ABC Technologies Holdings Inc,6.08,6.09,5.85,6.07,6.15,5.89,6.08,5070,N/L,Auto-Tires-Trucks
ABI.VN,Abcourt Mines Inc,0.065,0.055,0.07,0.065,0.075,0.07,0.077,604000,N/L,Basic Materials
FAP.TO,Aberdeen Asia-Pacific Income Invest Ltd,2.7,2.68,2.68,2.7,2.69,2.67,2.7,7175,N/L,Finance
ABRA.VN,Abrasilver Resource Corp,0.355,0.35,0.365,0.34,0.34,0.33,0.355,20691,N/L,N/A
ABST.TO,Absolute Software Corp,12.04,12.03,11.62,11.91,11.18,11.57,10.59,28819,N/L,Computers and Technology
AXE.VN,Acceleware Ltd,0.62,0.63,0.57,0.56,0.57,0.58,0.581,16000,N/L,Computers and Technology
ACE-H.VN,Ace Aviation Holdings Inc,0.15,0.15,0.14,0.14,0.14,0.14,0.148,16000,N/L,N/A
ASP.TO,Acerus Pharmaceuticals Corp,3.88,4,3.95,3.95,4.16,3.91,5.38,5375,N/L,Medical
AKR.VN,Ackroo Inc,0.09,0.09,0.07,0.08,0.07,0.07,0.074,3000,N/L,Computers and Technology
ARA.TO,Aclara Resources Inc,0.43,0.43,0.44,0.425,0.445,0.435,0.4857,22314,N/L,N/A
AT.TO,Acuityads Holdings Inc,3.01,3.06,3.03,3.02,3.03,3.03,3.21,78184,N/L,Consumer Discretionary
ADZ.VN,Adamera Minerals Corp,0.065,0.07,0.06,0.065,0.065,0.06,0.055,17620,N/L,N/A
ADCO.TO,Adcore Inc,0.26,0.27,0.27,0.27,0.27,0.27,0.3148,11000,N/L,Computers and Technology
ACT.CN,Aduro Clean Technologies Inc,0.51,0.51,0.54,0.5,0.55,0.56,0.576,16980,N/L,N/A
AUHI.CN,Advance United Holdings Inc,0.18,0.22,0.18,0.18,0.19,0.19,0.206,24333,N/L,N/A
AMD.NE,Advanced Micro Devices Cdr [Cad Hedged],20.07,20.35,20.09,20.4,18.33,19.71,18.849,6093,N/L,N/A
APC.VN,Advanced Proteome Therapeutics Corp,0.11,0.15,0.11,0.11,0.12,0.12,0.146,12500,N/L,Medical
AAV.TO,Advantage Oil & Gas Ltd,10.54,11.03,10.34,10.45,10.6,10.51,10.51,289815,N/L,Oils-Energy
ARE.TO,Aecon Group Inc,15,14.9,14.79,14.95,14.41,14.71,14.51,111222,N/L,Industrial Products
ARE-DB-C.TO,Aecon Group Inc 5.0 Pct Debs,99.8,99.99,99.75,99.94,100.11,100,100.07,532000,N/L,N/A
ATHR.CN,Aether Catalyst Solutions Inc,0.16,0.16,0.16,0.15,0.16,0.155,0.154,9662,N/L,N/A
AEX.VN,AEX Gold Inc,0.68,0.67,0.65,0.65,0.66,0.65,0.69,44500,N/L,Basic Materials
AFE.VN,Africa Energy Corp,0.29,0.295,0.29,0.29,0.285,0.295,0.281,24464,N/L,Oils-Energy
AOI.TO,Africa Oil Corp,2.62,2.65,2.62,2.63,2.59,2.63,2.56,289216,N/L,Oils-Energy
CUCO.VN,African Energy Metals Inc,0.075,0.07,0.07,0.075,0.065,0.065,0.073,49100,N/L,Basic Materials
AGG.VN,African Gold Group Inc,0.09,0.09,0.095,0.09,0.09,0.09,0.097,20328,N/L,Basic Materials
AAG.VN,Aftermath Silver Ltd,0.24,0.245,0.225,0.24,0.23,0.23,0.255,40006,N/L,Basic Materials
AFN.TO,Ag Growth International Inc,34.4,34.65,32.87,34.26,32.21,32.8,34.9,18136,N/L,Industrial Products
AFN-DB-J.TO,Ag Growth Intl Inc 5.20 Pct Debs,97.49,97.49,97.49,97,97,97,98.2,11000,N/L,N/A
AFN-DB-G.TO,Ag Growth Intl Inc 5.25 Pct Debs,100,100,99.94,99.94,99.5,99.01,99.98,10000,N/L,N/A
AGF-B.TO,AGF Management Ltd Cl B NV,6.82,6.77,6.78,6.79,6.61,6.75,6.77,11944,N/L,Finance
AEM.TO,Agnico Eagle Mines Ltd,69.01,68.95,69.07,68.75,69.89,68.53,69.85,124740,N/L,Basic Materials
AGRA.CN,Agra Ventures Ltd,0.065,0.065,0.055,0.065,0.07,0.05,0.054,493522,N/L,N/A
AGL.VN,Aguila Copper Corp,0.26,0.255,0.255,0.255,0.215,0.215,0.252,5272,N/L,Basic Materials
AIML.CN,Ai-Ml Innovations Inc,0.145,0.145,0.16,0.16,0.16,0.16,0.144,30233,N/L,N/A
AIM.TO,Aimia Inc,4.49,4.53,4.43,4.48,4.34,4.4,4.48,13754,N/L,Finance
AC.TO,Air Canada,22.47,22.71,21.97,22.25,21.19,21.83,21.44,897429,N/L,Aerospace
BOS.TO,Airboss America J,19.8,19.58,18.57,19.2,18,18.53,21.47,25927,N/L,Basic Materials
IQ.VN,Airiq Inc,0.265,0.26,0.26,0.26,0.26,0.26,0.28,6500,N/L,Computers and Technology
AKT-A.TO,Akita Drilling Ltd Cl A NV,2.42,2.62,2.59,2.49,2.44,2.55,2.4,56664,N/L,Oils-Energy
AKU.TO,Akumin Inc,1.15,1.15,1.13,1.09,1.14,1.09,1.16,37600,N/L,N/A
AGI.TO,Alamos Gold Inc Cls A,9.62,9.56,9.75,9.62,9.7,9.65,9.55,47694,N/L,Basic Materials
AD-UN.TO,Alaris Equity Partners Income Trust,18.99,18.88,18.65,18.9,18.46,18.61,18.29,44442,N/L,Finance
AD-DB.TO,Alaris Royalty Corp 5.50 Pct Debs,99.72,99.72,98.75,99.86,98.75,98.75,98.82,1000,N/L,N/A
ABRT.CN,Albert Labs International Corp.,0.12,0.115,0.12,0.12,0.13,0.12,0.135,18500,N/L,N/A
ALDE.VN,Aldebaran Resources Inc,0.76,0.76,0.8,0.75,0.8,0.82,0.735,15000,N/L,Basic Materials
AH.TO,Aleafia Health Inc,0.09,0.085,0.09,0.085,0.095,0.09,0.09,48888,N/L,Medical
AXU.TO,Alexco Resource Corp,1.07,1.07,1.08,1.03,1.02,1.04,1.15,49970,N/L,N/A
ASTL.TO,Algoma Steel Group Inc,12.59,12.86,12.22,12.48,12.12,12.22,11.8,35732,N/L,Basic Materials
AQN.TO,Algonquin Power and Utilities Corp,18.45,18.45,18.52,18.47,18.66,18.52,18.16,221623,N/L,N/A
ANZ.VN,Alianza Minerals Ltd,0.055,0.05,0.055,0.05,0.055,0.055,0.061,62000,N/L,N/A
ATD.TO,Alimentation Couche-Tard Inc.,57.32,58.21,56.86,57.03,55.63,56.26,56.5,239382,N/L,Consumer Discretionary
ALYA.TO,Alithya Group,2.88,2.91,2.82,2.82,2.72,2.79,2.77,20300,N/L,Computers and Technology
ALM.VN,Alliance Mining Corp,0.23,0.23,0.26,0.23,0.27,0.27,0.29,5500,N/L,N/A
CPR.VN,Allied Copper Corp,0.12,0.12,0.12,0.12,0.12,0.12,0.14,13300,N/L,Basic Materials
AP-UN.TO,Allied Properties Real Estate Inv Trust,38.76,39.1,38.28,38.75,38.56,38,39.03,61877,N/L,Finance
AMM.TO,Almaden Minerals Ltd,0.305,0.31,0.315,0.305,0.33,0.32,0.3608,9500,N/L,Basic Materials
AII.TO,Almonty Industries Inc,0.82,0.82,0.79,0.81,0.8,0.8,0.82,1502,N/L,Basic Materials
ACOG-WT.VN,Alpha Cognition Inc Wts,0.15,0.14,0.2,0.2,0.3,0.3,0.262,19000,N/L,N/A
ALCU.CN,Alpha Copper Corp,0.47,0.45,0.54,0.475,0.495,0.54,0.605,6268,N/L,N/A
ALEX.VN,Alpha Exploration Ltd,0.77,0.79,0.73,0.73,0.74,0.7,0.768,20100,N/L,N/A
ALLI.VN,Alpha Lithium Corp,1.05,1.05,1.06,1.04,1.03,1.05,1.026,13130,N/L,Basic Materials
ALLI-WT.VN,Alpha Lithium Corp WT,0.15,0.135,0.16,0.16,0.15,0.155,0.164,9500,N/L,N/A
ALPA.CN,Alpha Metaverse Technologies Inc,0.15,0.155,0.11,0.135,0.11,0.105,0.128,30800,N/L,N/A
GOOG.NE,Alphabet Inc. Cdr [Cad Hedged],19.6,19.85,19.03,19.45,18.37,18.67,19.631,21344,N/L,N/A
AFM.VN,Alphamin Resources Corp,1.1,1.09,1.05,1.07,1.04,1.03,1.125,134228,N/L,Basic Materials
NPA.VN,Alphinat Inc,0.065,0.075,0.07,0.065,0.075,0.075,0.079,112100,N/L,Construction
KSUM-H.VN,Alset Capital Inc,0.055,0.055,0.08,0.08,0.085,0.085,0.097,20000,N/L,N/A
ALA.TO,Altagas Ltd,30.37,30.39,30.25,30.47,29.6,30.28,29.19,121906,N/L,Utilities
ATI.VN,Altai Resources Inc,0.065,0.06,0.07,0.07,0.06,0.06,0.079,30000,N/L,Oils-Energy
ATLY.VN,Altaley Mining Corp,0.275,0.265,0.29,0.275,0.28,0.285,0.304,94609,N/L,Basic Materials
APN.VN,Altiplano Minerals Ltd,0.23,0.245,0.235,0.23,0.245,0.245,0.243,7020,N/L,Basic Materials
ALS.TO,Altius Minerals Corp,20.15,19.76,19.61,20.15,19.3,19.48,19.77,26280,N/L,Basic Materials
ARR.TO,Altius Renewable Royalties Corp,9.35,9.42,8.87,9.25,8.6,8.81,9.41,27809,N/L,N/A
AIF.TO,Altus Group Ltd,46,46.88,44.77,45.94,43.54,44.48,45.56,48698,N/L,Consumer Discretionary
AMZN.NE,Amazon.com Cdr [Cad Hedged],14.62,14.65,14.08,14.34,13.49,13.83,14.016,53206,N/L,N/A
AMEN.NE,Amcomri Entertainment Inc.,0.55,0.64,0.42,0.5,0.4,0.42,0.33,37910,N/L,N/A
AMK.VN,American Creek Resources Ltd,0.165,0.165,0.16,0.16,0.16,0.165,0.166,46469,N/L,N/A
HOT-UN.TO,American Hotel Income Properties REIT LP,3.86,3.83,3.8,3.82,3.74,3.77,3.78,9871,N/L,Finance
HOT-DB-V.TO,American Hotel Income Prp REIT 6 Pct Deb,93.01,93.01,93.5,93.01,93.5,93.5,95.08,86000,N/L,N/A
LI.VN,American Lithium Corp,2.94,2.92,2.89,2.88,2.66,2.85,2.865,55720,N/L,Basic Materials
LI-WT.VN,American Lithium Corp WT,0.65,0.62,0.62,0.62,0.65,0.65,0.656,12500,N/L,N/A
AMY.VN,American Manganese Inc,0.58,0.65,0.56,0.56,0.57,0.57,0.569,229040,N/L,Basic Materials
ARG.TO,Amerigo Resources Ltd,1.69,1.71,1.73,1.7,1.74,1.76,1.65,111165,N/L,Basic Materials
AWLI.CN,Ameriwest Lithium Inc,0.86,0.8,0.87,0.83,0.88,0.81,0.876,42512,N/L,N/A
AMX.VN,AMEX Exploration Inc,2.45,2.5,2.36,2.39,2.31,2.35,2.471,5900,N/L,Basic Materials
AMMP.CN,Ammpower Corp,0.27,0.27,0.255,0.27,0.255,0.255,0.264,16500,N/L,N/A
XYZ.VN,Anacortes Mining Corp.,0.95,0.93,1.02,0.93,1.02,1.02,1.059,16800,N/L,Basic Materials
ANRG.TO,Anaergia Inc,7.5,7.46,7.49,7.16,6.85,7.49,7.35,39962,N/L,Industrial Products
ALY-WT.VN,Analytixinsight Inc WT,0.15,0.15,0.17,0.17,0.17,0.17,0.228,20000,N/L,N/A
AND.TO,Andlauer Healthcare Group Inc,47.27,48.66,47.92,47.99,47.81,47.85,45.91,10744,N/L,Industrial Products
ADW-A.TO,Andrew Peller Ltd Cl A,6.75,6.87,6.76,6.8,6.63,6.8,6.67,14472,N/L,Consumer Staples
AEC.VN,Anfield Energy Inc,0.09,0.09,0.095,0.09,0.085,0.09,0.093,100778,N/L,N/A
AWM.VN,Angel Wing Metals Inc,0.16,0.14,0.19,0.18,0.175,0.18,0.192,99000,N/L,N/A
ANK.VN,Angkor Resources Corp,0.135,0.13,0.135,0.135,0.14,0.135,0.132,9500,N/L,Basic Materials
AAU.VN,Angold Resources Ltd,0.08,0.08,0.08,0.08,0.08,0.08,0.085,52036,N/L,Basic Materials
ANTL.VN,Antler Gold Inc,0.1,0.11,0.095,0.095,0.1,0.1,0.116,8000,N/L,Basic Materials
APX.VN,Apex Resources Inc,0.065,0.07,0.07,0.07,0.075,0.075,0.077,22500,N/L,Construction
APGO.VN,Apollo Silver Corp,0.4,0.395,0.39,0.385,0.34,0.395,0.409,81580,N/L,Basic Materials
API.CN,Appia Rare Earths and Uranium Corp,0.4,0.4,0.415,0.385,0.425,0.4,0.432,15460,N/L,N/A
APLI.TO,Appili Therapeutics Inc,0.08,0.08,0.075,0.08,0.075,0.075,0.091,127025,N/L,Medical
AAPL.NE,Apple Cdr [Cad Hedged],23,23.12,22.16,22.71,20.94,21.88,22.646,17896,N/L,N/A
APL.VN,Appulse Corp,0.315,0.315,0.31,0.31,0.33,0.31,0.352,10000,N/L,Industrial Products
ABR.VN,Arbor Metals Corp,2.39,2.39,2.39,2.36,2.39,2.39,2.414,6900,N/L,Basic Materials
ARX.TO,Arc Resources Ltd,19.29,19.45,18.54,19.02,19,18.76,17.73,2001977,N/L,Oils-Energy
ADR-H.VN,Arcland Resources Inc,0.15,0.15,0.155,0.155,0.165,0.165,0,12500,N/L,N/A
ACP.VN,Arcpacific Resources Corp,0.04,0.05,0.04,0.04,0.04,0.04,0.045,142087,N/L,Basic Materials
ADD.VN,Arctic Star Exploration Corp,0.1,0.1,0.1,0.1,0.105,0.1,0.101,4650,N/L,N/A
AWX.VN,Arcwest Exploration Inc,0.08,0.08,0.065,0.08,0.065,0.065,0.082,20000,N/L,Basic Materials
AN.VN,Arena Minerals Inc,0.56,0.57,0.54,0.55,0.495,0.54,0.495,180553,N/L,Basic Materials
ARS.CN,Ares Strategic Mining Inc,0.33,0.32,0.325,0.33,0.295,0.325,0.342,66425,N/L,N/A
AREV.CN,Arev Life Sciences Global Corp,0.19,0.18,0.195,0.195,0.19,0.185,0.202,6000,N/L,N/A
LIT.VN,Argentina Lithium and Energy Corp,0.35,0.35,0.37,0.375,0.39,0.38,0.364,25062,N/L,Basic Materials
ARGO.CN,Argo Living Soils Corp,0.12,0.1,0.12,0.12,0.13,0.13,0.144,36700,N/L,N/A
AR.TO,Argonaut Gold Inc,1.26,1.22,1.28,1.24,1.3,1.27,1.57,422727,N/L,Basic Materials
AR-DB-U.TO,Argonaut Gold Inc 4.625%,89.5,89.5,90,85,95,90,99.74,25000,N/L,N/A
ART.VN,Arht Media Inc,0.21,0.2,0.215,0.205,0.21,0.22,0.189,153300,N/L,Computers and Technology
ART-WT.VN,Arht Media Inc WT,0.05,0.05,0.05,0.05,0.045,0.045,0.047,13000,N/L,N/A
DAN.VN,Arianne Phosphate Inc,0.6,0.61,0.6,0.59,0.55,0.58,0.567,33102,N/L,Basic Materials
ARIS.TO,Aris Gold Corp,1.95,1.92,1.93,1.97,1.98,1.96,1.8,9349,N/L,Basic Materials
ARIS-WT.TO,Aris Gold Corp WT,0.31,0.31,0.33,0.31,0.31,0.35,0.2895,7000,N/L,N/A
ATZ.TO,Aritzia Inc,37.72,37.4,36.77,37.27,35.75,36.53,38.86,76015,N/L,Consumer Discretionary
AMC.VN,Arizona Metals Corp,5.39,5.26,5.23,5.28,5.38,5.26,5.423,47905,N/L,Basic Materials
ASCU.TO,Arizona Sonoran Copper Company Inc,2,1.99,1.97,1.96,2,1.98,1.99,65010,N/L,Basic Materials
ARD.VN,Armada Data Corp,0.08,0.08,0.085,0.085,0.085,0.085,0.093,15101,N/L,Computers and Technology
AXL.VN,Arrow Exploration Corp,0.28,0.27,0.3,0.3,0.315,0.3,0.257,606679,N/L,Oils-Energy
ARTG.VN,Artemis Gold Inc,5.55,5.5,5.45,5.5,5.52,5.41,5.964,27015,N/L,Basic Materials
AX-UN.TO,Artis Real Estate Investment Trust Units,12.98,13.03,12.89,13.06,12.92,12.84,12.49,87105,N/L,Finance
ASE.CN,Asante Gold Corp,1.73,1.75,1.68,1.71,1.66,1.7,1.682,17300,N/L,N/A
AAWH-U.CN,Ascend Wellness Holdings Inc,3,2.99,3.05,3.04,2.96,3.05,3.076,15100,N/L,N/A
ASND.TO,Ascendant Resources Inc,0.225,0.23,0.225,0.225,0.22,0.22,0.2179,48500,N/L,Basic Materials
AOT.TO,Ascot Resources Ltd,0.74,0.75,0.74,0.72,0.77,0.76,0.75,36216,N/L,Basic Materials
SAT.VN,Asian Television Network Int Ltd,0.14,0.135,0.145,0.145,0.155,0.155,0.215,9000,N/L,N/A
AYM.TO,Atalaya Mining Plc,6,6.2,5.91,5.9,6,6,5.78,42600,N/L,N/A
ACO-X.TO,Atco Ltd Cl I NV,45.6,45.35,46.77,45.65,47.69,47.13,46.34,66340,N/L,N/A
ATX.VN,Atex Resources Inc,0.73,0.76,0.71,0.73,0.69,0.7,0.635,318010,N/L,Basic Materials
AMI.VN,Athabasca Minerals Inc,0.34,0.33,0.35,0.345,0.33,0.34,0.326,57000,N/L,Basic Materials
ATH.TO,Athabasca Oil Corp,2.59,2.62,2.53,2.56,2.61,2.53,2.47,2365588,N/L,Oils-Energy
AEP.VN,Atlas Engineered Products Ltd,0.56,0.57,0.56,0.56,0.54,0.56,0.561,42899,N/L,Industrial Products
SALT.VN,Atlas Salt Inc,1.98,1.98,2,1.94,2,1.99,1.548,64339,N/L,Basic Materials
ATOM.VN,Atomic Minerals Corp,0.055,0.05,0.05,0.05,0.05,0.06,0.058,59500,N/L,Basic Materials
AAN.VN,Aton Resources Inc,0.455,0.425,0.495,0.465,0.53,0.5,0.423,9110,N/L,Basic Materials
AI-DB-F.TO,Atrium Mortgage Inv Corp 5 Pct Debs,95.5,95.5,95,96,95,95,96.89,9000,N/L,N/A
AI-DB-G.TO,Atrium Mortgage Inv Corp 5.10 Pct Debs,94,94,95,95,93.12,95,95.48,18000,N/L,N/A
AI-DB-C.TO,Atrium Mortgage Inv Corp 5.30 Pct Debs,99.5,99,99.5,99.5,99.44,99.5,100.08,10000,N/L,N/A
AI-DB-D.TO,Atrium Mortgage Inv Corp 5.50 Pct Debs,99.31,99.3,99.25,99.25,100.94,100.94,100.15,13000,N/L,N/A
AI-DB-E.TO,Atrium Mortgage Inv Corp 5.60 Pct Debs,99.5,99.99,99.9,99.5,99.99,99.5,100.94,12000,N/L,N/A
AI.TO,Atrium Mortgage Investment Corp,13.01,13.12,13.13,13.03,13.04,13,12.67,16083,N/L,N/A
ATA.TO,Ats Automation,37.87,37.2,35.83,37.44,35.45,35.71,34.5,66613,N/L,N/A
AUGC.VN,Au Gold Corp,0.105,0.08,0.1,0.1,0.1,0.1,0.113,11000,N/L,N/A
G.TO,Augusta Gold Corp,2.29,2.2,2.35,2.29,2.15,2.33,1.98,16268,N/L,Basic Materials
ARU-WT-B.VN,Aurania Resources Ltd,0.168,0.18,0.17,0.17,0.165,0.168,0.165,125300,N/L,N/A
ARU.VN,Aurania Resources Ltd,0.73,0.89,0.67,0.7,0.68,0.66,0.681,111488,N/L,N/A
AUN.VN,Aurcana Silver Corp,0.08,0.075,0.07,0.08,0.07,0.075,0.118,90300,N/L,Basic Materials
AUL.VN,Aurelius Minerals Inc,0.19,0.195,0.205,0.19,0.25,0.21,0.278,130188,N/L,Basic Materials
AU.VN,Aurion Resources Ltd,0.81,0.81,0.83,0.81,0.77,0.83,0.826,20182,N/L,Basic Materials
ACB.TO,Aurora Cannabis Inc,2.25,2.21,2.93,2.14,3.47,3.47,3.47,1942183,N/L,Medical
ACU.VN,Aurora Solar Technologies Inc,0.09,0.095,0.1,0.1,0.105,0.09,0.089,34815,N/L,Industrial Products
AUSA.CN,Australis Capital Inc,0.085,0.08,0.08,0.08,0.08,0.08,0.078,21829,N/L,N/A
ACQ.TO,Autocanada Inc,28.51,28.86,28.64,28.47,28.27,28.64,28.65,28864,N/L,Auto-Tires-Trucks
APR-UN.TO,Automotive Properties REIT,13.88,13.96,13.85,13.94,13.89,13.82,13.55,17036,N/L,N/A
AUAG.CN,Auxico Resources Canada Inc,0.77,0.77,0.84,0.81,0.85,0.82,0.746,1408,N/L,N/A
XLY.TO,Auxly Cannabis Group Inc,0.125,0.1275,0.13,0.12,0.13,0.125,0.1439,219709,N/L,N/A
AVL.TO,Avalon Advanced Materials Inc,0.125,0.125,0.135,0.13,0.13,0.135,0.1427,191700,N/L,N/A
AVNT.TO,Avant Brands Inc,0.27,0.275,0.25,0.27,0.25,0.26,0.2492,6990,N/L,N/A
XX.VN,Avante Logixx Inc,0.8,0.8,0.82,0.83,0.8,0.8,0.812,9500,N/L,Industrial Products
AVN.VN,Avanti Energy Inc,1.45,1.46,1.29,1.41,1.23,1.25,1.266,73469,N/L,Oils-Energy
AVP.TO,Avcorp Industries Inc,0.105,0.105,0.105,0.105,0.105,0.105,0.1002,63000,N/L,Transportation
AVCN.TO,Avicanna Inc,0.415,0.415,0.36,0.415,0.37,0.36,0.3413,28302,N/L,Medical
ARIC.VN,Awale Resources Ltd,0.215,0.215,0.19,0.19,0.2,0.2,0.196,11000,N/L,Basic Materials
AXCP.CN,Axcap Ventures Inc.,0.15,0.125,0.135,0.135,0.135,0.135,0,55000,N/L,N/A
AXM.VN,Axmin Inc,0.06,0.06,0.045,0.06,0.055,0.06,0.045,10000,N/L,Basic Materials
AYA.TO,Aya Gold and Silver Inc,6.91,6.78,6.74,6.95,6.7,6.64,7.07,42875,N/L,N/A
AYR-A.CN,Ayr Wellness Inc,8,8.2,8.23,7.9,8.01,8.21,7.372,6766,N/L,N/A
AYUR.CN,Ayurcann Holdings Corp,0.13,0.13,0.13,0.13,0.145,0.125,0.148,13500,N/L,N/A
AZM.VN,Azimut Exploration Inc,1.34,1.3,1.31,1.32,1.33,1.33,1.28,11300,N/L,Basic Materials
AAZ.VN,Azincourt Energy Corp,0.095,0.095,0.095,0.095,0.095,0.1,0.105,102056,N/L,N/A
AZT.VN,Aztec Minerals Corp,0.285,0.27,0.28,0.28,0.285,0.28,0.275,72100,N/L,Basic Materials
AMZ.VN,Azucar Minerals Ltd,0.095,0.095,0.09,0.09,0.095,0.085,0.115,38000,N/L,N/A
BTO.TO,B2Gold Corp,5.16,5.13,5.25,5.14,5.29,5.22,5.29,293650,N/L,Basic Materials
YVR-P.VN,Badger Capital Corp,0.105,0.105,0.11,0.1,0.115,0.115,0,19000,N/L,N/A
BDGI.TO,Badger Infrastructure Solutions Ltd,29.35,29.02,29.05,29.18,28.51,28.97,28.95,38795,N/L,Industrial Products
BIG.VN,Bald Eagle Gold Corp,0.11,0.105,0.105,0.1,0.105,0.1,0.094,22205,N/L,Basic Materials
BLDP.TO,Ballard Power Systems Inc,10.09,9.87,9.48,9.96,8.83,9.39,9.43,498787,N/L,N/A
BAL-H.VN,Balto Resources Ltd,0.05,0.05,0.045,0.045,0.05,0.04,0.064,50000,N/L,Basic Materials
BNS.TO,Bank of Nova Scotia,85.89,85.67,84.5,85.3,84.09,84.33,82.13,384505,N/L,Finance
BNXA.VN,Banxa Holdings Inc,1.48,1.8,1.61,1.51,1.62,1.6,1.793,47803,N/L,Computers and Technology
BYN.VN,Banyan Gold Corp,0.5,0.51,0.485,0.495,0.485,0.485,0.448,221701,N/L,Basic Materials
BGS.VN,Baroyeca Gold and Silver Inc,0.27,0.273,0.25,0.27,0.26,0.245,0.313,127000,N/L,Basic Materials
ABX.TO,Barrick Gold Corp,26.36,26.4,26.54,26.18,26.8,26.37,27.27,356869,N/L,Basic Materials
BARU.VN,Baru Gold Corp,0.065,0.08,0.075,0.075,0.075,0.07,0.069,182991,N/L,Basic Materials
BCBN.NE,Base Carbon Inc.,0.6,0.58,0.52,0.6,0.51,0.5,0.519,67393,N/L,N/A
FIND.VN,Baselode Energy Corp,1.02,1.01,1,0.97,0.87,0.95,0.905,43941,N/L,N/A
NCLR.CN,Basin Uranium Corp,0.235,0.25,0.23,0.235,0.255,0.235,0.294,13000,N/L,N/A
BMV.VN,Bathurst Metals Corp,0.065,0.065,0.06,0.07,0.045,0.06,0.085,25000,N/L,Basic Materials
BHC.TO,Bausch Health Companies Inc,12.45,12.93,12.6,12.56,12.17,12.6,15.61,99608,N/L,Medical
BHS.VN,Bayhorse Silver Inc,0.055,0.05,0.05,0.055,0.05,0.05,0.058,21180,N/L,Basic Materials
BYL.TO,Baylin Technologies Inc,0.59,0.6,0.58,0.6,0.6,0.6,0.64,5120,N/L,Industrial Products
BTE.TO,Baytex Energy Corp,6.95,7.12,6.85,6.88,7,6.91,6.53,3515887,N/L,Oils-Energy
BBTV.TO,Bbtv Holdings Inc,1.7,1.7,1.74,1.67,1.7,1.69,1.9,22454,N/L,Computers and Technology
BCE.TO,BCE Inc,68.9,69.06,68.4,68.82,68.72,68.39,68.61,253819,N/L,Industrial Products
BCE-PR-B.TO,BCE Inc First Pr Shares Series Ab,18.66,18.65,18.7,18.7,18.55,18.75,18.57,13600,N/L,N/A
B.VN,Bcm Resources Corp,0.27,0.27,0.27,0.275,0.25,0.265,0.24,45500,N/L,Basic Materials
BCM.VN,Bear Creek Mining Corp,0.94,0.93,0.98,0.93,0.98,0.99,1.049,5600,N/L,Basic Materials
BRZ.VN,Bearing Lithium Corp,0.265,0.265,0.25,0.25,0.245,0.245,0.255,15000,N/L,Basic Materials
BGF.VN,Beauce Gold Fields Inc,0.07,0.07,0.075,0.075,0.075,0.075,0.087,108551,N/L,Basic Materials
BEE.CN,Bee Vectoring Technologies Intl Inc,0.2,0.22,0.22,0.22,0.205,0.195,0.207,11750,N/L,N/A
BLGV.CN,Belgravia Hartford Capital Inc,0.09,0.1,0.09,0.09,0.09,0.09,0.103,10587,N/L,N/A
BCU.VN,Bell Copper Corp,0.35,0.34,0.355,0.355,0.355,0.37,0.36,50322,N/L,Basic Materials
BLU.TO,Bellus Health Inc,10.7,11.02,9.71,10.55,9.97,9.77,10.4,61592,N/L,Medical
BEA.VN,Belmont Resources Inc,0.075,0.075,0.06,0.065,0.065,0.065,0.067,34000,N/L,Basic Materials
BMET.VN,Bemetals Corp,0.165,0.155,0.16,0.16,0.175,0.175,0.17,54500,N/L,Basic Materials
BNCH.VN,Benchmark Metals Inc,0.85,0.85,0.83,0.82,0.82,0.83,0.819,41036,N/L,Basic Materials
BNG.TO,Bengal Energy Ltd,0.135,0.14,0.115,0.13,0.12,0.13,0.126,43011,N/L,Basic Materials
BEX.VN,Benton Resources Inc,0.14,0.14,0.155,0.155,0.145,0.15,0.148,15500,N/L,Basic Materials
BZ.VN,Benz Mining Corp,0.65,0.61,0.59,0.64,0.55,0.55,0.604,37200,N/L,Basic Materials
BRK.NE,Berkshire Hathaway Cdr [Cad Hedged],25.48,25.35,24.65,24.93,24.22,24.43,24.489,7699,N/L,N/A
BETR.CN,Betterlife Pharma Inc,0.125,0.125,0.115,0.125,0.105,0.115,0.123,10500,N/L,N/A
MOOO.CN,Bettermoo[D] Food Corp,0.98,1.05,1,1.05,1.1,0.91,1.069,20000,N/L,N/A
BEV.CN,Bevcanna Enterprisesinc,0.095,0.095,0.095,0.095,0.1,0.09,0.097,57000,N/L,N/A
BEW.VN,Bewhere Holdings Inc,0.26,0.265,0.24,0.26,0.235,0.25,0.219,33328,N/L,Industrial Products
